dataset,model,objective,seed,sequence_length,downsample,agg_feats,folds,epochs,batch_size,normalize,use_cat,device,run_tag,tune_cutoff_steps,tune_smooth_values,tune_alternating,wandb_enabled,wandb_project,wandb_entity,wandb_group,wandb_name,wandb_mode,wandb_tags,wandb_log_artifacts,postprocess_objectives,prediction_dir,row_type,stage,postprocess_objective,optimized_metric,metric,tolerance,score,params,source_path,run_id,run_dir,density_prior,best_metric,lr,weight_decay,clip_grad_norm,score_after_train,eval_every,gaussian_sigma,tolerances,target_tolerances,runtime_sec
sleep,gru,custom,0,120960,10,stat,4,20,32,True,True,cuda,objective_e20_bs32_eval5,3,"['none', 10]",True,True,event-detection-pdf,,P2-gru-objective-sweep-score,,offline,"paper-density-likelihood-rewrite,sleep,P2,score",True,['custom'],experiments/sleep/gru/custom/seed_0_objective_e20_bs32_eval5/predictions,tolerance,tuned,custom,mAP,mAP,180.0,0.6995876309850046,"{""alternating"": 0, ""cutoff"": 0.0, ""smooth"": 10}",experiments/sleep/gru/custom/seed_0_objective_e20_bs32_eval5/results/scores.csv,seed_0_objective_e20_bs32_eval5,experiments/sleep/gru/custom/seed_0_objective_e20_bs32_eval5,,,,,,,,,,,
sleep,gru,custom,0,120960,10,stat,4,20,32,True,True,cuda,objective_e20_bs32_eval5,3,"['none', 10]",True,True,event-detection-pdf,,P2-gru-objective-sweep-score,,offline,"paper-density-likelihood-rewrite,sleep,P2,score",True,['custom'],experiments/sleep/gru/custom/seed_0_objective_e20_bs32_eval5/predictions,tolerance,tuned,custom,mAP,mAP,240.0,0.745579631463926,"{""alternating"": 0, ""cutoff"": 0.0, ""smooth"": 10}",experiments/sleep/gru/custom/seed_0_objective_e20_bs32_eval5/results/scores.csv,seed_0_objective_e20_bs32_eval5,experiments/sleep/gru/custom/seed_0_objective_e20_bs32_eval5,,,,,,,,,,,
sleep,gru,custom,0,120960,10,stat,4,20,32,True,True,cuda,objective_e20_bs32_eval5,3,"['none', 10]",True,True,event-detection-pdf,,P2-gru-objective-sweep-score,,offline,"paper-density-likelihood-rewrite,sleep,P2,score",True,['custom'],experiments/sleep/gru/custom/seed_0_objective_e20_bs32_eval5/predictions,tolerance,tuned,custom,mAP,mAP,300.0,0.773688850544904,"{""alternating"": 0, ""cutoff"": 0.0, ""smooth"": 10}",experiments/sleep/gru/custom/seed_0_objective_e20_bs32_eval5/results/scores.csv,seed_0_objective_e20_bs32_eval5,experiments/sleep/gru/custom/seed_0_objective_e20_bs32_eval5,,,,,,,,,,,
sleep,gru,custom,0,120960,10,stat,4,20,32,True,True,cuda,objective_e20_bs32_eval5,3,"['none', 10]",True,True,event-detection-pdf,,P2-gru-objective-sweep-score,,offline,"paper-density-likelihood-rewrite,sleep,P2,score",True,['custom'],experiments/sleep/gru/custom/seed_0_objective_e20_bs32_eval5/predictions,tolerance,tuned,custom,mAP,mAP,360.0,0.7901786034905777,"{""alternating"": 0, ""cutoff"": 0.0, ""smooth"": 10}",experiments/sleep/gru/custom/seed_0_objective_e20_bs32_eval5/results/scores.csv,seed_0_objective_e20_bs32_eval5,experiments/sleep/gru/custom/seed_0_objective_e20_bs32_eval5,,,,,,,,,,,
sleep,gru,custom,0,120960,10,stat,4,20,32,True,True,cuda,objective_e20_bs32_eval5,3,"['none', 10]",True,True,event-detection-pdf,,P2-gru-objective-sweep-score,,offline,"paper-density-likelihood-rewrite,sleep,P2,score",True,['custom'],experiments/sleep/gru/custom/seed_0_objective_e20_bs32_eval5/predictions,summary,tuned,custom,mf1,mAP,,0.541192071276724,"{""alternating"": 1, ""cutoff"": 0.0, ""smooth"": 10}",experiments/sleep/gru/custom/seed_0_objective_e20_bs32_eval5/results/scores.csv,seed_0_objective_e20_bs32_eval5,experiments/sleep/gru/custom/seed_0_objective_e20_bs32_eval5,,,,,,,,,,,
sleep,gru,custom,0,120960,10,stat,4,20,32,True,True,cuda,objective_e20_bs32_eval5,3,"['none', 10]",True,True,event-detection-pdf,,P2-gru-objective-sweep-score,,offline,"paper-density-likelihood-rewrite,sleep,P2,score",True,['custom'],experiments/sleep/gru/custom/seed_0_objective_e20_bs32_eval5/predictions,summary,tuned,custom,mf1,mf1,,0.6534702333814045,"{""alternating"": 1, ""cutoff"": 0.0, ""smooth"": 10}",experiments/sleep/gru/custom/seed_0_objective_e20_bs32_eval5/results/scores.csv,seed_0_objective_e20_bs32_eval5,experiments/sleep/gru/custom/seed_0_objective_e20_bs32_eval5,,,,,,,,,,,
sleep,gru,custom,0,120960,10,stat,4,20,32,True,True,cuda,objective_e20_bs32_eval5,3,"['none', 10]",True,True,event-detection-pdf,,P2-gru-objective-sweep-score,,offline,"paper-density-likelihood-rewrite,sleep,P2,score",True,['custom'],experiments/sleep/gru/custom/seed_0_objective_e20_bs32_eval5/predictions,tolerance,tuned,custom,mf1,mf1,12.0,0.1375311044200363,"{""alternating"": 1, ""cutoff"": 0.0, ""smooth"": 10}",experiments/sleep/gru/custom/seed_0_objective_e20_bs32_eval5/results/scores.csv,seed_0_objective_e20_bs32_eval5,experiments/sleep/gru/custom/seed_0_objective_e20_bs32_eval5,,,,,,,,,,,
sleep,gru,custom,0,120960,10,stat,4,20,32,True,True,cuda,objective_e20_bs32_eval5,3,"['none', 10]",True,True,event-detection-pdf,,P2-gru-objective-sweep-score,,offline,"paper-density-likelihood-rewrite,sleep,P2,score",True,['custom'],experiments/sleep/gru/custom/seed_0_objective_e20_bs32_eval5/predictions,tolerance,tuned,custom,mf1,mf1,36.0,0.4359510120779941,"{""alternating"": 1, ""cutoff"": 0.0, ""smooth"": 10}",experiments/sleep/gru/custom/seed_0_objective_e20_bs32_eval5/results/scores.csv,seed_0_objective_e20_bs32_eval5,experiments/sleep/gru/custom/seed_0_objective_e20_bs32_eval5,,,,,,,,,,,
sleep,gru,custom,0,120960,10,stat,4,20,32,True,True,cuda,objective_e20_bs32_eval5,3,"['none', 10]",True,True,event-detection-pdf,,P2-gru-objective-sweep-score,,offline,"paper-density-likelihood-rewrite,sleep,P2,score",True,['custom'],experiments/sleep/gru/custom/seed_0_objective_e20_bs32_eval5/predictions,tolerance,tuned,custom,mf1,mf1,60.0,0.5864812256911021,"{""alternating"": 1, ""cutoff"": 0.0, ""smooth"": 10}",experiments/sleep/gru/custom/seed_0_objective_e20_bs32_eval5/results/scores.csv,seed_0_objective_e20_bs32_eval5,experiments/sleep/gru/custom/seed_0_objective_e20_bs32_eval5,,,,,,,,,,,
sleep,gru,custom,0,120960,10,stat,4,20,32,True,True,cuda,objective_e20_bs32_eval5,3,"['none', 10]",True,True,event-detection-pdf,,P2-gru-objective-sweep-score,,offline,"paper-density-likelihood-rewrite,sleep,P2,score",True,['custom'],experiments/sleep/gru/custom/seed_0_objective_e20_bs32_eval5/predictions,tolerance,tuned,custom,mf1,mf1,90.0,0.6685370255857166,"{""alternating"": 1, ""cutoff"": 0.0, ""smooth"": 10}",experiments/sleep/gru/custom/seed_0_objective_e20_bs32_eval5/results/scores.csv,seed_0_objective_e20_bs32_eval5,experiments/sleep/gru/custom/seed_0_objective_e20_bs32_eval5,,,,,,,,,,,
sleep,gru,custom,0,120960,10,stat,4,20,32,True,True,cuda,objective_e20_bs32_eval5,3,"['none', 10]",True,True,event-detection-pdf,,P2-gru-objective-sweep-score,,offline,"paper-density-likelihood-rewrite,sleep,P2,score",True,['custom'],experiments/sleep/gru/custom/seed_0_objective_e20_bs32_eval5/predictions,tolerance,tuned,custom,mf1,mf1,120.0,0.7199548214944516,"{""alternating"": 1, ""cutoff"": 0.0, ""smooth"": 10}",experiments/sleep/gru/custom/seed_0_objective_e20_bs32_eval5/results/scores.csv,seed_0_objective_e20_bs32_eval5,experiments/sleep/gru/custom/seed_0_objective_e20_bs32_eval5,,,,,,,,,,,
sleep,gru,custom,0,120960,10,stat,4,20,32,True,True,cuda,objective_e20_bs32_eval5,3,"['none', 10]",True,True,event-detection-pdf,,P2-gru-objective-sweep-score,,offline,"paper-density-likelihood-rewrite,sleep,P2,score",True,['custom'],experiments/sleep/gru/custom/seed_0_objective_e20_bs32_eval5/predictions,tolerance,tuned,custom,mf1,mf1,150.0,0.7547800393791574,"{""alternating"": 1, ""cutoff"": 0.0, ""smooth"": 10}",experiments/sleep/gru/custom/seed_0_objective_e20_bs32_eval5/results/scores.csv,seed_0_objective_e20_bs32_eval5,experiments/sleep/gru/custom/seed_0_objective_e20_bs32_eval5,,,,,,,,,,,
sleep,gru,custom,0,120960,10,stat,4,20,32,True,True,cuda,objective_e20_bs32_eval5,3,"['none', 10]",True,True,event-detection-pdf,,P2-gru-objective-sweep-score,,offline,"paper-density-likelihood-rewrite,sleep,P2,score",True,['custom'],experiments/sleep/gru/custom/seed_0_objective_e20_bs32_eval5/predictions,tolerance,tuned,custom,mf1,mf1,180.0,0.7773464425635084,"{""alternating"": 1, ""cutoff"": 0.0, ""smooth"": 10}",experiments/sleep/gru/custom/seed_0_objective_e20_bs32_eval5/results/scores.csv,seed_0_objective_e20_bs32_eval5,experiments/sleep/gru/custom/seed_0_objective_e20_bs32_eval5,,,,,,,,,,,
sleep,gru,custom,0,120960,10,stat,4,20,32,True,True,cuda,objective_e20_bs32_eval5,3,"['none', 10]",True,True,event-detection-pdf,,P2-gru-objective-sweep-score,,offline,"paper-density-likelihood-rewrite,sleep,P2,score",True,['custom'],experiments/sleep/gru/custom/seed_0_objective_e20_bs32_eval5/predictions,tolerance,tuned,custom,mf1,mf1,240.0,0.8040652344311183,"{""alternating"": 1, ""cutoff"": 0.0, ""smooth"": 10}",experiments/sleep/gru/custom/seed_0_objective_e20_bs32_eval5/results/scores.csv,seed_0_objective_e20_bs32_eval5,experiments/sleep/gru/custom/seed_0_objective_e20_bs32_eval5,,,,,,,,,,,
sleep,gru,custom,0,120960,10,stat,4,20,32,True,True,cuda,objective_e20_bs32_eval5,3,"['none', 10]",True,True,event-detection-pdf,,P2-gru-objective-sweep-score,,offline,"paper-density-likelihood-rewrite,sleep,P2,score",True,['custom'],experiments/sleep/gru/custom/seed_0_objective_e20_bs32_eval5/predictions,tolerance,tuned,custom,mf1,mf1,300.0,0.8202543844716658,"{""alternating"": 1, ""cutoff"": 0.0, ""smooth"": 10}",experiments/sleep/gru/custom/seed_0_objective_e20_bs32_eval5/results/scores.csv,seed_0_objective_e20_bs32_eval5,experiments/sleep/gru/custom/seed_0_objective_e20_bs32_eval5,,,,,,,,,,,
sleep,gru,custom,0,120960,10,stat,4,20,32,True,True,cuda,objective_e20_bs32_eval5,3,"['none', 10]",True,True,event-detection-pdf,,P2-gru-objective-sweep-score,,offline,"paper-density-likelihood-rewrite,sleep,P2,score",True,['custom'],experiments/sleep/gru/custom/seed_0_objective_e20_bs32_eval5/predictions,tolerance,tuned,custom,mf1,mf1,360.0,0.8298010436992951,"{""alternating"": 1, ""cutoff"": 0.0, ""smooth"": 10}",experiments/sleep/gru/custom/seed_0_objective_e20_bs32_eval5/results/scores.csv,seed_0_objective_e20_bs32_eval5,experiments/sleep/gru/custom/seed_0_objective_e20_bs32_eval5,,,,,,,,,,,
sleep,gru,density_custom,0,120960,10,stat,2,2,10,True,True,cuda,lr3e3_e2,3,"['none', 10]",True,,,,,,,,,['density_custom'],experiments/sleep/gru/density_custom/seed_0_lr3e3_e2/predictions,summary,default,density_custom,,mAP,,0.0332659705324627,{},experiments/sleep/gru/density_custom/seed_0_lr3e3_e2/results/scores.csv,seed_0_lr3e3_e2,experiments/sleep/gru/density_custom/seed_0_lr3e3_e2,,,,,,,,,,,
sleep,gru,density_custom,0,120960,10,stat,2,2,10,True,True,cuda,lr3e3_e2,3,"['none', 10]",True,,,,,,,,,['density_custom'],experiments/sleep/gru/density_custom/seed_0_lr3e3_e2/predictions,summary,default,density_custom,,mf1,,0.0791698903784621,{},experiments/sleep/gru/density_custom/seed_0_lr3e3_e2/results/scores.csv,seed_0_lr3e3_e2,experiments/sleep/gru/density_custom/seed_0_lr3e3_e2,,,,,,,,,,,
sleep,gru,density_custom,0,120960,10,stat,2,2,10,True,True,cuda,lr3e3_e2,3,"['none', 10]",True,,,,,,,,,['density_custom'],experiments/sleep/gru/density_custom/seed_0_lr3e3_e2/predictions,summary,tuned,density_custom,mAP,mAP,,0.0332659705324627,"{""alternating"": 0, ""cutoff"": 0.0, ""smooth"": null}",experiments/sleep/gru/density_custom/seed_0_lr3e3_e2/results/scores.csv,seed_0_lr3e3_e2,experiments/sleep/gru/density_custom/seed_0_lr3e3_e2,,,,,,,,,,,
sleep,gru,density_custom,0,120960,10,stat,2,2,10,True,True,cuda,lr3e3_e2,3,"['none', 10]",True,,,,,,,,,['density_custom'],experiments/sleep/gru/density_custom/seed_0_lr3e3_e2/predictions,summary,tuned,density_custom,mAP,mf1,,0.0791698903784621,"{""alternating"": 0, ""cutoff"": 0.0, ""smooth"": null}",experiments/sleep/gru/density_custom/seed_0_lr3e3_e2/results/scores.csv,seed_0_lr3e3_e2,experiments/sleep/gru/density_custom/seed_0_lr3e3_e2,,,,,,,,,,,
sleep,gru,density_custom,0,120960,10,stat,2,2,10,True,True,cuda,lr3e3_e2,3,"['none', 10]",True,,,,,,,,,['density_custom'],experiments/sleep/gru/density_custom/seed_0_lr3e3_e2/predictions,tolerance,tuned,density_custom,mAP,mAP,12.0,0.0013620277713384,"{""alternating"": 0, ""cutoff"": 0.0, ""smooth"": null}",experiments/sleep/gru/density_custom/seed_0_lr3e3_e2/results/scores.csv,seed_0_lr3e3_e2,experiments/sleep/gru/density_custom/seed_0_lr3e3_e2,,,,,,,,,,,
sleep,gru,density_custom,0,120960,10,stat,2,2,10,True,True,cuda,lr3e3_e2,3,"['none', 10]",True,,,,,,,,,['density_custom'],experiments/sleep/gru/density_custom/seed_0_lr3e3_e2/predictions,tolerance,tuned,density_custom,mAP,mAP,36.0,0.0065435780329964,"{""alternating"": 0, ""cutoff"": 0.0, ""smooth"": null}",experiments/sleep/gru/density_custom/seed_0_lr3e3_e2/results/scores.csv,seed_0_lr3e3_e2,experiments/sleep/gru/density_custom/seed_0_lr3e3_e2,,,,,,,,,,,
sleep,gru,density_custom,0,120960,10,stat,2,2,10,True,True,cuda,lr3e3_e2,3,"['none', 10]",True,,,,,,,,,['density_custom'],experiments/sleep/gru/density_custom/seed_0_lr3e3_e2/predictions,tolerance,tuned,density_custom,mAP,mAP,60.0,0.0138051260419705,"{""alternating"": 0, ""cutoff"": 0.0, ""smooth"": null}",experiments/sleep/gru/density_custom/seed_0_lr3e3_e2/results/scores.csv,seed_0_lr3e3_e2,experiments/sleep/gru/density_custom/seed_0_lr3e3_e2,,,,,,,,,,,
sleep,gru,density_custom,0,120960,10,stat,2,2,10,True,True,cuda,lr3e3_e2,3,"['none', 10]",True,,,,,,,,,['density_custom'],experiments/sleep/gru/density_custom/seed_0_lr3e3_e2/predictions,tolerance,tuned,density_custom,mAP,mAP,90.0,0.0208994010987241,"{""alternating"": 0, ""cutoff"": 0.0, ""smooth"": null}",experiments/sleep/gru/density_custom/seed_0_lr3e3_e2/results/scores.csv,seed_0_lr3e3_e2,experiments/sleep/gru/density_custom/seed_0_lr3e3_e2,,,,,,,,,,,
sleep,gru,density_custom,0,120960,10,stat,2,2,10,True,True,cuda,lr3e3_e2,3,"['none', 10]",True,,,,,,,,,['density_custom'],experiments/sleep/gru/density_custom/seed_0_lr3e3_e2/predictions,tolerance,tuned,density_custom,mAP,mAP,120.0,0.027349180605287,"{""alternating"": 0, ""cutoff"": 0.0, ""smooth"": null}",experiments/sleep/gru/density_custom/seed_0_lr3e3_e2/results/scores.csv,seed_0_lr3e3_e2,experiments/sleep/gru/density_custom/seed_0_lr3e3_e2,,,,,,,,,,,
sleep,gru,density_custom,0,120960,10,stat,2,2,10,True,True,cuda,lr3e3_e2,3,"['none', 10]",True,,,,,,,,,['density_custom'],experiments/sleep/gru/density_custom/seed_0_lr3e3_e2/predictions,tolerance,tuned,density_custom,mAP,mAP,150.0,0.0345111353333763,"{""alternating"": 0, ""cutoff"": 0.0, ""smooth"": null}",experiments/sleep/gru/density_custom/seed_0_lr3e3_e2/results/scores.csv,seed_0_lr3e3_e2,experiments/sleep/gru/density_custom/seed_0_lr3e3_e2,,,,,,,,,,,
sleep,gru,density_custom,0,120960,10,stat,2,2,10,True,True,cuda,lr3e3_e2,3,"['none', 10]",True,,,,,,,,,['density_custom'],experiments/sleep/gru/density_custom/seed_0_lr3e3_e2/predictions,tolerance,tuned,density_custom,mAP,mAP,180.0,0.0415428173003003,"{""alternating"": 0, ""cutoff"": 0.0, ""smooth"": null}",experiments/sleep/gru/density_custom/seed_0_lr3e3_e2/results/scores.csv,seed_0_lr3e3_e2,experiments/sleep/gru/density_custom/seed_0_lr3e3_e2,,,,,,,,,,,
sleep,gru,density_custom,0,120960,10,stat,2,2,10,True,True,cuda,lr3e3_e2,3,"['none', 10]",True,,,,,,,,,['density_custom'],experiments/sleep/gru/density_custom/seed_0_lr3e3_e2/predictions,tolerance,tuned,density_custom,mAP,mAP,240.0,0.0532173655235408,"{""alternating"": 0, ""cutoff"": 0.0, ""smooth"": null}",experiments/sleep/gru/density_custom/seed_0_lr3e3_e2/results/scores.csv,seed_0_lr3e3_e2,experiments/sleep/gru/density_custom/seed_0_lr3e3_e2,,,,,,,,,,,
sleep,gru,density_custom,0,120960,10,stat,2,2,10,True,True,cuda,lr3e3_e2,3,"['none', 10]",True,,,,,,,,,['density_custom'],experiments/sleep/gru/density_custom/seed_0_lr3e3_e2/predictions,tolerance,tuned,density_custom,mAP,mAP,300.0,0.0625062697760747,"{""alternating"": 0, ""cutoff"": 0.0, ""smooth"": null}",experiments/sleep/gru/density_custom/seed_0_lr3e3_e2/results/scores.csv,seed_0_lr3e3_e2,experiments/sleep/gru/density_custom/seed_0_lr3e3_e2,,,,,,,,,,,
sleep,gru,density_custom,0,120960,10,stat,2,2,10,True,True,cuda,lr3e3_e2,3,"['none', 10]",True,,,,,,,,,['density_custom'],experiments/sleep/gru/density_custom/seed_0_lr3e3_e2/predictions,tolerance,tuned,density_custom,mAP,mAP,360.0,0.0709228038410183,"{""alternating"": 0, ""cutoff"": 0.0, ""smooth"": null}",experiments/sleep/gru/density_custom/seed_0_lr3e3_e2/results/scores.csv,seed_0_lr3e3_e2,experiments/sleep/gru/density_custom/seed_0_lr3e3_e2,,,,,,,,,,,
sleep,gru,density_custom,0,120960,10,stat,2,2,10,True,True,cuda,lr3e3_e2,3,"['none', 10]",True,,,,,,,,,['density_custom'],experiments/sleep/gru/density_custom/seed_0_lr3e3_e2/predictions,summary,tuned,density_custom,mf1,mAP,,0.0315607820241536,"{""alternating"": 1, ""cutoff"": 0.0, ""smooth"": 10}",experiments/sleep/gru/density_custom/seed_0_lr3e3_e2/results/scores.csv,seed_0_lr3e3_e2,experiments/sleep/gru/density_custom/seed_0_lr3e3_e2,,,,,,,,,,,
sleep,gru,density_custom,0,120960,10,stat,2,2,10,True,True,cuda,lr3e3_e2,3,"['none', 10]",True,,,,,,,,,['density_custom'],experiments/sleep/gru/density_custom/seed_0_lr3e3_e2/predictions,summary,tuned,density_custom,mf1,mf1,,0.0840699075282284,"{""alternating"": 1, ""cutoff"": 0.0, ""smooth"": 10}",experiments/sleep/gru/density_custom/seed_0_lr3e3_e2/results/scores.csv,seed_0_lr3e3_e2,experiments/sleep/gru/density_custom/seed_0_lr3e3_e2,,,,,,,,,,,
sleep,gru,density_custom,0,120960,10,stat,2,2,10,True,True,cuda,lr3e3_e2,3,"['none', 10]",True,,,,,,,,,['density_custom'],experiments/sleep/gru/density_custom/seed_0_lr3e3_e2/predictions,tolerance,tuned,density_custom,mf1,mf1,12.0,0.0148949650058095,"{""alternating"": 1, ""cutoff"": 0.0, ""smooth"": 10}",experiments/sleep/gru/density_custom/seed_0_lr3e3_e2/results/scores.csv,seed_0_lr3e3_e2,experiments/sleep/gru/density_custom/seed_0_lr3e3_e2,,,,,,,,,,,
sleep,gru,density_custom,0,120960,10,stat,2,2,10,True,True,cuda,lr3e3_e2,3,"['none', 10]",True,,,,,,,,,['density_custom'],experiments/sleep/gru/density_custom/seed_0_lr3e3_e2/predictions,tolerance,tuned,density_custom,mf1,mf1,36.0,0.0389713081585116,"{""alternating"": 1, ""cutoff"": 0.0, ""smooth"": 10}",experiments/sleep/gru/density_custom/seed_0_lr3e3_e2/results/scores.csv,seed_0_lr3e3_e2,experiments/sleep/gru/density_custom/seed_0_lr3e3_e2,,,,,,,,,,,
